;start_date;end_date;counts;keywords
1216;2022-05-03T05:00:00.000Z;2022-05-03T06:00:00.000Z;892;urban
1217;2022-05-03T06:00:00.000Z;2022-05-03T07:00:00.000Z;919;urban
1218;2022-05-03T07:00:00.000Z;2022-05-03T08:00:00.000Z;1095;urban
1219;2022-05-03T08:00:00.000Z;2022-05-03T09:00:00.000Z;1032;urban
1220;2022-05-03T09:00:00.000Z;2022-05-03T10:00:00.000Z;1160;urban
1221;2022-05-03T10:00:00.000Z;2022-05-03T11:00:00.000Z;993;urban
1222;2022-05-03T11:00:00.000Z;2022-05-03T12:00:00.000Z;1418;urban
1223;2022-05-03T12:00:00.000Z;2022-05-03T13:00:00.000Z;1365;urban
1224;2022-05-03T13:00:00.000Z;2022-05-03T14:00:00.000Z;1539;urban
1225;2022-05-03T14:00:00.000Z;2022-05-03T15:00:00.000Z;2108;urban
1226;2022-05-03T15:00:00.000Z;2022-05-03T16:00:00.000Z;1847;urban
1227;2022-05-03T16:00:00.000Z;2022-05-03T17:00:00.000Z;1789;urban
1228;2022-05-03T17:00:00.000Z;2022-05-03T18:00:00.000Z;1609;urban
1229;2022-05-03T18:00:00.000Z;2022-05-03T19:00:00.000Z;1482;urban
1230;2022-05-03T19:00:00.000Z;2022-05-03T20:00:00.000Z;1358;urban
1231;2022-05-03T20:00:00.000Z;2022-05-03T21:00:00.000Z;1368;urban
1232;2022-05-03T21:00:00.000Z;2022-05-03T22:00:00.000Z;1524;urban
1233;2022-05-03T22:00:00.000Z;2022-05-03T23:00:00.000Z;1566;urban
1234;2022-05-03T23:00:00.000Z;2022-05-04T00:00:00.000Z;1206;urban
1235;2022-05-04T00:00:00.000Z;2022-05-04T01:00:00.000Z;1262;urban
1236;2022-05-04T01:00:00.000Z;2022-05-04T02:00:00.000Z;1449;urban
1237;2022-05-04T02:00:00.000Z;2022-05-04T03:00:00.000Z;1340;urban
1238;2022-05-04T03:00:00.000Z;2022-05-04T04:00:00.000Z;1218;urban
1239;2022-05-04T04:00:00.000Z;2022-05-04T05:00:00.000Z;1218;urban
1240;2022-05-04T05:00:00.000Z;2022-05-04T06:00:00.000Z;1313;urban
1241;2022-05-04T06:00:00.000Z;2022-05-04T07:00:00.000Z;1124;urban
1242;2022-05-04T07:00:00.000Z;2022-05-04T08:00:00.000Z;1328;urban
1243;2022-05-04T08:00:00.000Z;2022-05-04T09:00:00.000Z;1165;urban
1244;2022-05-04T09:00:00.000Z;2022-05-04T10:00:00.000Z;1110;urban
1245;2022-05-04T10:00:00.000Z;2022-05-04T11:00:00.000Z;1303;urban
1246;2022-05-04T11:00:00.000Z;2022-05-04T12:00:00.000Z;1368;urban
1247;2022-05-04T12:00:00.000Z;2022-05-04T13:00:00.000Z;1380;urban
1248;2022-05-04T13:00:00.000Z;2022-05-04T14:00:00.000Z;1635;urban
1249;2022-05-04T14:00:00.000Z;2022-05-04T15:00:00.000Z;1506;urban
1250;2022-05-04T15:00:00.000Z;2022-05-04T16:00:00.000Z;1672;urban
1251;2022-05-04T16:00:00.000Z;2022-05-04T17:00:00.000Z;1443;urban
1252;2022-05-04T17:00:00.000Z;2022-05-04T18:00:00.000Z;1338;urban
1253;2022-05-04T18:00:00.000Z;2022-05-04T19:00:00.000Z;1237;urban
1254;2022-05-04T19:00:00.000Z;2022-05-04T20:00:00.000Z;1185;urban
1255;2022-05-04T20:00:00.000Z;2022-05-04T21:00:00.000Z;1077;urban
1256;2022-05-04T21:00:00.000Z;2022-05-04T22:00:00.000Z;916;urban
1257;2022-05-04T22:00:00.000Z;2022-05-04T23:00:00.000Z;952;urban
1258;2022-05-04T23:00:00.000Z;2022-05-05T00:00:00.000Z;830;urban
1259;2022-05-05T00:00:00.000Z;2022-05-05T01:00:00.000Z;880;urban
1260;2022-05-05T01:00:00.000Z;2022-05-05T02:00:00.000Z;971;urban
1261;2022-05-05T02:00:00.000Z;2022-05-05T03:00:00.000Z;923;urban
1262;2022-05-05T03:00:00.000Z;2022-05-05T04:00:00.000Z;885;urban
1263;2022-05-05T04:00:00.000Z;2022-05-05T05:00:00.000Z;923;urban
1264;2022-05-05T05:00:00.000Z;2022-05-05T06:00:00.000Z;990;urban
1265;2022-05-05T06:00:00.000Z;2022-05-05T07:00:00.000Z;977;urban
1266;2022-05-05T07:00:00.000Z;2022-05-05T08:00:00.000Z;1099;urban
1267;2022-05-05T08:00:00.000Z;2022-05-05T09:00:00.000Z;1106;urban
1268;2022-05-05T09:00:00.000Z;2022-05-05T10:00:00.000Z;1005;urban
1269;2022-05-05T10:00:00.000Z;2022-05-05T11:00:00.000Z;1230;urban
1270;2022-05-05T11:00:00.000Z;2022-05-05T12:00:00.000Z;1353;urban
1271;2022-05-05T12:00:00.000Z;2022-05-05T13:00:00.000Z;1212;urban
1272;2022-05-05T13:00:00.000Z;2022-05-05T14:00:00.000Z;1406;urban
1273;2022-05-05T14:00:00.000Z;2022-05-05T15:00:00.000Z;1534;urban
1274;2022-05-05T15:00:00.000Z;2022-05-05T16:00:00.000Z;1478;urban
1275;2022-05-05T16:00:00.000Z;2022-05-05T17:00:00.000Z;1544;urban
1276;2022-05-05T17:00:00.000Z;2022-05-05T18:00:00.000Z;1383;urban
1277;2022-05-05T18:00:00.000Z;2022-05-05T19:00:00.000Z;1370;urban
1278;2022-05-05T19:00:00.000Z;2022-05-05T20:00:00.000Z;1171;urban
1279;2022-05-05T20:00:00.000Z;2022-05-05T21:00:00.000Z;1096;urban
1280;2022-05-05T21:00:00.000Z;2022-05-05T22:00:00.000Z;1031;urban
1281;2022-05-05T22:00:00.000Z;2022-05-05T23:00:00.000Z;818;urban
1282;2022-05-05T23:00:00.000Z;2022-05-06T00:00:00.000Z;780;urban
1283;2022-05-06T00:00:00.000Z;2022-05-06T01:00:00.000Z;731;urban
1284;2022-05-06T01:00:00.000Z;2022-05-06T02:00:00.000Z;843;urban
1285;2022-05-06T02:00:00.000Z;2022-05-06T03:00:00.000Z;813;urban
1286;2022-05-06T03:00:00.000Z;2022-05-06T04:00:00.000Z;902;urban
1287;2022-05-06T04:00:00.000Z;2022-05-06T05:00:00.000Z;960;urban
1288;2022-05-06T05:00:00.000Z;2022-05-06T06:00:00.000Z;939;urban
1289;2022-05-06T06:00:00.000Z;2022-05-06T07:00:00.000Z;1125;urban
1290;2022-05-06T07:00:00.000Z;2022-05-06T08:00:00.000Z;1161;urban
1291;2022-05-06T08:00:00.000Z;2022-05-06T09:00:00.000Z;1237;urban
1292;2022-05-06T09:00:00.000Z;2022-05-06T10:00:00.000Z;1269;urban
1293;2022-05-06T10:00:00.000Z;2022-05-06T11:00:00.000Z;1297;urban
1294;2022-05-06T11:00:00.000Z;2022-05-06T12:00:00.000Z;1365;urban
1295;2022-05-06T12:00:00.000Z;2022-05-06T13:00:00.000Z;1294;urban
1296;2022-05-06T13:00:00.000Z;2022-05-06T14:00:00.000Z;2214;urban
1297;2022-05-06T14:00:00.000Z;2022-05-06T15:00:00.000Z;2391;urban
1298;2022-05-06T15:00:00.000Z;2022-05-06T16:00:00.000Z;2338;urban
1299;2022-05-06T16:00:00.000Z;2022-05-06T17:00:00.000Z;2019;urban
1300;2022-05-06T17:00:00.000Z;2022-05-06T18:00:00.000Z;1762;urban
1301;2022-05-06T18:00:00.000Z;2022-05-06T19:00:00.000Z;1403;urban
1302;2022-05-06T19:00:00.000Z;2022-05-06T20:00:00.000Z;1316;urban
1303;2022-05-06T20:00:00.000Z;2022-05-06T21:00:00.000Z;1059;urban
1304;2022-05-06T21:00:00.000Z;2022-05-06T22:00:00.000Z;1043;urban
1305;2022-05-06T22:00:00.000Z;2022-05-06T23:00:00.000Z;893;urban
1306;2022-05-06T23:00:00.000Z;2022-05-07T00:00:00.000Z;788;urban
1307;2022-05-07T00:00:00.000Z;2022-05-07T01:00:00.000Z;902;urban
1308;2022-05-07T01:00:00.000Z;2022-05-07T02:00:00.000Z;916;urban
1309;2022-05-07T02:00:00.000Z;2022-05-07T03:00:00.000Z;899;urban
1310;2022-05-07T03:00:00.000Z;2022-05-07T04:00:00.000Z;904;urban
1311;2022-05-07T04:00:00.000Z;2022-05-07T05:00:00.000Z;834;urban
1312;2022-05-07T05:00:00.000Z;2022-05-07T06:00:00.000Z;993;urban
1313;2022-05-07T06:00:00.000Z;2022-05-07T07:00:00.000Z;935;urban
1314;2022-05-07T07:00:00.000Z;2022-05-07T08:00:00.000Z;995;urban
1315;2022-05-07T08:00:00.000Z;2022-05-07T09:00:00.000Z;892;urban
1316;2022-05-07T09:00:00.000Z;2022-05-07T10:00:00.000Z;858;urban
1317;2022-05-07T10:00:00.000Z;2022-05-07T11:00:00.000Z;929;urban
1318;2022-05-07T11:00:00.000Z;2022-05-07T12:00:00.000Z;992;urban
1319;2022-05-07T12:00:00.000Z;2022-05-07T13:00:00.000Z;1197;urban
1320;2022-05-07T13:00:00.000Z;2022-05-07T14:00:00.000Z;1412;urban
1321;2022-05-07T14:00:00.000Z;2022-05-07T15:00:00.000Z;1360;urban
1322;2022-05-07T15:00:00.000Z;2022-05-07T16:00:00.000Z;1175;urban
1323;2022-05-07T16:00:00.000Z;2022-05-07T17:00:00.000Z;1164;urban
1324;2022-05-07T17:00:00.000Z;2022-05-07T18:00:00.000Z;1179;urban
1325;2022-05-07T18:00:00.000Z;2022-05-07T19:00:00.000Z;1294;urban
1326;2022-05-07T19:00:00.000Z;2022-05-07T20:00:00.000Z;1115;urban
1327;2022-05-07T20:00:00.000Z;2022-05-07T21:00:00.000Z;994;urban
1328;2022-05-07T21:00:00.000Z;2022-05-07T22:00:00.000Z;1297;urban
1329;2022-05-07T22:00:00.000Z;2022-05-07T23:00:00.000Z;1403;urban
1330;2022-05-07T23:00:00.000Z;2022-05-08T00:00:00.000Z;1258;urban
1331;2022-05-08T00:00:00.000Z;2022-05-08T01:00:00.000Z;1083;urban
1332;2022-05-08T01:00:00.000Z;2022-05-08T02:00:00.000Z;1124;urban
1333;2022-05-08T02:00:00.000Z;2022-05-08T03:00:00.000Z;1317;urban
1334;2022-05-08T03:00:00.000Z;2022-05-08T04:00:00.000Z;1165;urban
1335;2022-05-08T04:00:00.000Z;2022-05-08T05:00:00.000Z;1140;urban
1336;2022-05-08T05:00:00.000Z;2022-05-08T06:00:00.000Z;951;urban
1337;2022-05-08T06:00:00.000Z;2022-05-08T07:00:00.000Z;855;urban
1338;2022-05-08T07:00:00.000Z;2022-05-08T08:00:00.000Z;1233;urban
1339;2022-05-08T08:00:00.000Z;2022-05-08T09:00:00.000Z;1008;urban
1340;2022-05-08T09:00:00.000Z;2022-05-08T10:00:00.000Z;958;urban
1341;2022-05-08T10:00:00.000Z;2022-05-08T11:00:00.000Z;1179;urban
1342;2022-05-08T11:00:00.000Z;2022-05-08T12:00:00.000Z;958;urban
1343;2022-05-08T12:00:00.000Z;2022-05-08T13:00:00.000Z;1054;urban
1344;2022-05-08T13:00:00.000Z;2022-05-08T14:00:00.000Z;1008;urban
1345;2022-05-08T14:00:00.000Z;2022-05-08T15:00:00.000Z;1192;urban
1346;2022-05-08T15:00:00.000Z;2022-05-08T16:00:00.000Z;1004;urban
1347;2022-05-08T16:00:00.000Z;2022-05-08T17:00:00.000Z;1118;urban
1348;2022-05-08T17:00:00.000Z;2022-05-08T18:00:00.000Z;1296;urban
1349;2022-05-08T18:00:00.000Z;2022-05-08T19:00:00.000Z;1371;urban
1350;2022-05-08T19:00:00.000Z;2022-05-08T20:00:00.000Z;971;urban
1351;2022-05-08T20:00:00.000Z;2022-05-08T20:41:36.000Z;679;urban
1352;2022-05-01T20:41:36.000Z;2022-05-01T21:00:00.000Z;32;save energy
1353;2022-05-01T21:00:00.000Z;2022-05-01T22:00:00.000Z;127;save energy
1354;2022-05-01T22:00:00.000Z;2022-05-01T23:00:00.000Z;104;save energy
1355;2022-05-01T23:00:00.000Z;2022-05-02T00:00:00.000Z;74;save energy
1356;2022-05-02T00:00:00.000Z;2022-05-02T01:00:00.000Z;92;save energy
1357;2022-05-02T01:00:00.000Z;2022-05-02T02:00:00.000Z;58;save energy
1358;2022-05-02T02:00:00.000Z;2022-05-02T03:00:00.000Z;73;save energy
1359;2022-05-02T03:00:00.000Z;2022-05-02T04:00:00.000Z;55;save energy
1360;2022-05-02T04:00:00.000Z;2022-05-02T05:00:00.000Z;52;save energy
1361;2022-05-02T05:00:00.000Z;2022-05-02T06:00:00.000Z;44;save energy
1362;2022-05-02T06:00:00.000Z;2022-05-02T07:00:00.000Z;67;save energy
1363;2022-05-02T07:00:00.000Z;2022-05-02T08:00:00.000Z;94;save energy
1364;2022-05-02T08:00:00.000Z;2022-05-02T09:00:00.000Z;67;save energy
1365;2022-05-02T09:00:00.000Z;2022-05-02T10:00:00.000Z;74;save energy
1366;2022-05-02T10:00:00.000Z;2022-05-02T11:00:00.000Z;75;save energy
1367;2022-05-02T11:00:00.000Z;2022-05-02T12:00:00.000Z;77;save energy
1368;2022-05-02T12:00:00.000Z;2022-05-02T13:00:00.000Z;85;save energy
1369;2022-05-02T13:00:00.000Z;2022-05-02T14:00:00.000Z;200;save energy
1370;2022-05-02T14:00:00.000Z;2022-05-02T15:00:00.000Z;122;save energy
1371;2022-05-02T15:00:00.000Z;2022-05-02T16:00:00.000Z;132;save energy
1372;2022-05-02T16:00:00.000Z;2022-05-02T17:00:00.000Z;384;save energy
1373;2022-05-02T17:00:00.000Z;2022-05-02T18:00:00.000Z;290;save energy
1374;2022-05-02T18:00:00.000Z;2022-05-02T19:00:00.000Z;230;save energy
1375;2022-05-02T19:00:00.000Z;2022-05-02T20:00:00.000Z;179;save energy
1376;2022-05-02T20:00:00.000Z;2022-05-02T21:00:00.000Z;177;save energy
1377;2022-05-02T21:00:00.000Z;2022-05-02T22:00:00.000Z;155;save energy
1378;2022-05-02T22:00:00.000Z;2022-05-02T23:00:00.000Z;116;save energy
1379;2022-05-02T23:00:00.000Z;2022-05-03T00:00:00.000Z;135;save energy
1380;2022-05-03T00:00:00.000Z;2022-05-03T01:00:00.000Z;121;save energy
1381;2022-05-03T01:00:00.000Z;2022-05-03T02:00:00.000Z;103;save energy
1382;2022-05-03T02:00:00.000Z;2022-05-03T03:00:00.000Z;111;save energy
1383;2022-05-03T03:00:00.000Z;2022-05-03T04:00:00.000Z;111;save energy
1384;2022-05-03T04:00:00.000Z;2022-05-03T05:00:00.000Z;92;save energy
1385;2022-05-03T05:00:00.000Z;2022-05-03T06:00:00.000Z;130;save energy
1386;2022-05-03T06:00:00.000Z;2022-05-03T07:00:00.000Z;85;save energy
1387;2022-05-03T07:00:00.000Z;2022-05-03T08:00:00.000Z;161;save energy
1388;2022-05-03T08:00:00.000Z;2022-05-03T09:00:00.000Z;141;save energy
1389;2022-05-03T09:00:00.000Z;2022-05-03T10:00:00.000Z;206;save energy
1390;2022-05-03T10:00:00.000Z;2022-05-03T11:00:00.000Z;253;save energy
1391;2022-05-03T11:00:00.000Z;2022-05-03T12:00:00.000Z;399;save energy
1392;2022-05-03T12:00:00.000Z;2022-05-03T13:00:00.000Z;351;save energy
1393;2022-05-03T13:00:00.000Z;2022-05-03T14:00:00.000Z;286;save energy
1394;2022-05-03T14:00:00.000Z;2022-05-03T15:00:00.000Z;239;save energy
1395;2022-05-03T15:00:00.000Z;2022-05-03T16:00:00.000Z;312;save energy
1396;2022-05-03T16:00:00.000Z;2022-05-03T17:00:00.000Z;254;save energy
1397;2022-05-03T17:00:00.000Z;2022-05-03T18:00:00.000Z;204;save energy
1398;2022-05-03T18:00:00.000Z;2022-05-03T19:00:00.000Z;213;save energy
1399;2022-05-03T19:00:00.000Z;2022-05-03T20:00:00.000Z;173;save energy
1400;2022-05-03T20:00:00.000Z;2022-05-03T21:00:00.000Z;170;save energy
1401;2022-05-03T21:00:00.000Z;2022-05-03T22:00:00.000Z;129;save energy
1402;2022-05-03T22:00:00.000Z;2022-05-03T23:00:00.000Z;161;save energy
1403;2022-05-03T23:00:00.000Z;2022-05-04T00:00:00.000Z;86;save energy
1404;2022-05-04T00:00:00.000Z;2022-05-04T01:00:00.000Z;112;save energy
1405;2022-05-04T01:00:00.000Z;2022-05-04T02:00:00.000Z;78;save energy
1406;2022-05-04T02:00:00.000Z;2022-05-04T03:00:00.000Z;167;save energy
1407;2022-05-04T03:00:00.000Z;2022-05-04T04:00:00.000Z;73;save energy
1408;2022-05-04T04:00:00.000Z;2022-05-04T05:00:00.000Z;93;save energy
1409;2022-05-04T05:00:00.000Z;2022-05-04T06:00:00.000Z;105;save energy
1410;2022-05-04T06:00:00.000Z;2022-05-04T07:00:00.000Z;117;save energy
1411;2022-05-04T07:00:00.000Z;2022-05-04T08:00:00.000Z;148;save energy
1412;2022-05-04T08:00:00.000Z;2022-05-04T09:00:00.000Z;136;save energy
1413;2022-05-04T09:00:00.000Z;2022-05-04T10:00:00.000Z;130;save energy
1414;2022-05-04T10:00:00.000Z;2022-05-04T11:00:00.000Z;152;save energy
1415;2022-05-04T11:00:00.000Z;2022-05-04T12:00:00.000Z;143;save energy
1416;2022-05-04T12:00:00.000Z;2022-05-04T13:00:00.000Z;148;save energy
1417;2022-05-04T13:00:00.000Z;2022-05-04T14:00:00.000Z;208;save energy
1418;2022-05-04T14:00:00.000Z;2022-05-04T15:00:00.000Z;240;save energy
1419;2022-05-04T15:00:00.000Z;2022-05-04T16:00:00.000Z;347;save energy
1420;2022-05-04T16:00:00.000Z;2022-05-04T17:00:00.000Z;237;save energy
1421;2022-05-04T17:00:00.000Z;2022-05-04T18:00:00.000Z;292;save energy
1422;2022-05-04T18:00:00.000Z;2022-05-04T19:00:00.000Z;270;save energy
1423;2022-05-04T19:00:00.000Z;2022-05-04T20:00:00.000Z;270;save energy
1424;2022-05-04T20:00:00.000Z;2022-05-04T21:00:00.000Z;293;save energy
1425;2022-05-04T21:00:00.000Z;2022-05-04T22:00:00.000Z;325;save energy
1426;2022-05-04T22:00:00.000Z;2022-05-04T23:00:00.000Z;237;save energy
1427;2022-05-04T23:00:00.000Z;2022-05-05T00:00:00.000Z;173;save energy
1428;2022-05-05T00:00:00.000Z;2022-05-05T01:00:00.000Z;156;save energy
1429;2022-05-05T01:00:00.000Z;2022-05-05T02:00:00.000Z;139;save energy
1430;2022-05-05T02:00:00.000Z;2022-05-05T03:00:00.000Z;119;save energy
1431;2022-05-05T03:00:00.000Z;2022-05-05T04:00:00.000Z;130;save energy
1432;2022-05-05T04:00:00.000Z;2022-05-05T05:00:00.000Z;133;save energy
1433;2022-05-05T05:00:00.000Z;2022-05-05T06:00:00.000Z;145;save energy
1434;2022-05-05T06:00:00.000Z;2022-05-05T07:00:00.000Z;135;save energy
1435;2022-05-05T07:00:00.000Z;2022-05-05T08:00:00.000Z;163;save energy
1436;2022-05-05T08:00:00.000Z;2022-05-05T09:00:00.000Z;137;save energy
1437;2022-05-05T09:00:00.000Z;2022-05-05T10:00:00.000Z;124;save energy
1438;2022-05-05T10:00:00.000Z;2022-05-05T11:00:00.000Z;127;save energy
1439;2022-05-05T11:00:00.000Z;2022-05-05T12:00:00.000Z;152;save energy
1440;2022-05-05T12:00:00.000Z;2022-05-05T13:00:00.000Z;137;save energy
1441;2022-05-05T13:00:00.000Z;2022-05-05T14:00:00.000Z;149;save energy
1442;2022-05-05T14:00:00.000Z;2022-05-05T15:00:00.000Z;166;save energy
1443;2022-05-05T15:00:00.000Z;2022-05-05T16:00:00.000Z;195;save energy
1444;2022-05-05T16:00:00.000Z;2022-05-05T17:00:00.000Z;170;save energy
1445;2022-05-05T17:00:00.000Z;2022-05-05T18:00:00.000Z;167;save energy
1446;2022-05-05T18:00:00.000Z;2022-05-05T19:00:00.000Z;145;save energy
1447;2022-05-05T19:00:00.000Z;2022-05-05T20:00:00.000Z;149;save energy
1448;2022-05-05T20:00:00.000Z;2022-05-05T21:00:00.000Z;163;save energy
1449;2022-05-05T21:00:00.000Z;2022-05-05T22:00:00.000Z;130;save energy
1450;2022-05-05T22:00:00.000Z;2022-05-05T23:00:00.000Z;103;save energy
1451;2022-05-05T23:00:00.000Z;2022-05-06T00:00:00.000Z;83;save energy
1452;2022-05-06T00:00:00.000Z;2022-05-06T01:00:00.000Z;83;save energy
1453;2022-05-06T01:00:00.000Z;2022-05-06T02:00:00.000Z;69;save energy
1454;2022-05-06T02:00:00.000Z;2022-05-06T03:00:00.000Z;93;save energy
1455;2022-05-06T03:00:00.000Z;2022-05-06T04:00:00.000Z;63;save energy
1456;2022-05-06T04:00:00.000Z;2022-05-06T05:00:00.000Z;57;save energy
1457;2022-05-06T05:00:00.000Z;2022-05-06T06:00:00.000Z;66;save energy
1458;2022-05-06T06:00:00.000Z;2022-05-06T07:00:00.000Z;64;save energy
1459;2022-05-06T07:00:00.000Z;2022-05-06T08:00:00.000Z;84;save energy
1460;2022-05-06T08:00:00.000Z;2022-05-06T09:00:00.000Z;73;save energy
1461;2022-05-06T09:00:00.000Z;2022-05-06T10:00:00.000Z;89;save energy
1462;2022-05-06T10:00:00.000Z;2022-05-06T11:00:00.000Z;99;save energy
1463;2022-05-06T11:00:00.000Z;2022-05-06T12:00:00.000Z;125;save energy
1464;2022-05-06T12:00:00.000Z;2022-05-06T13:00:00.000Z;83;save energy
1465;2022-05-06T13:00:00.000Z;2022-05-06T14:00:00.000Z;97;save energy
1466;2022-05-06T14:00:00.000Z;2022-05-06T15:00:00.000Z;93;save energy
1467;2022-05-06T15:00:00.000Z;2022-05-06T16:00:00.000Z;94;save energy
1468;2022-05-06T16:00:00.000Z;2022-05-06T17:00:00.000Z;98;save energy
1469;2022-05-06T17:00:00.000Z;2022-05-06T18:00:00.000Z;110;save energy
1470;2022-05-06T18:00:00.000Z;2022-05-06T19:00:00.000Z;128;save energy
1471;2022-05-06T19:00:00.000Z;2022-05-06T20:00:00.000Z;81;save energy
1472;2022-05-06T20:00:00.000Z;2022-05-06T21:00:00.000Z;98;save energy
1473;2022-05-06T21:00:00.000Z;2022-05-06T22:00:00.000Z;116;save energy
1474;2022-05-06T22:00:00.000Z;2022-05-06T23:00:00.000Z;108;save energy
1475;2022-05-06T23:00:00.000Z;2022-05-07T00:00:00.000Z;78;save energy
1476;2022-05-07T00:00:00.000Z;2022-05-07T01:00:00.000Z;61;save energy
1477;2022-05-07T01:00:00.000Z;2022-05-07T02:00:00.000Z;55;save energy
1478;2022-05-07T02:00:00.000Z;2022-05-07T03:00:00.000Z;74;save energy
1479;2022-05-07T03:00:00.000Z;2022-05-07T04:00:00.000Z;64;save energy
1480;2022-05-07T04:00:00.000Z;2022-05-07T05:00:00.000Z;54;save energy
1481;2022-05-07T05:00:00.000Z;2022-05-07T06:00:00.000Z;65;save energy
1482;2022-05-07T06:00:00.000Z;2022-05-07T07:00:00.000Z;77;save energy
1483;2022-05-07T07:00:00.000Z;2022-05-07T08:00:00.000Z;86;save energy
1484;2022-05-07T08:00:00.000Z;2022-05-07T09:00:00.000Z;47;save energy
1485;2022-05-07T09:00:00.000Z;2022-05-07T10:00:00.000Z;61;save energy
1486;2022-05-07T10:00:00.000Z;2022-05-07T11:00:00.000Z;58;save energy
1487;2022-05-07T11:00:00.000Z;2022-05-07T12:00:00.000Z;69;save energy
1488;2022-05-07T12:00:00.000Z;2022-05-07T13:00:00.000Z;105;save energy
1489;2022-05-07T13:00:00.000Z;2022-05-07T14:00:00.000Z;67;save energy
1490;2022-05-07T14:00:00.000Z;2022-05-07T15:00:00.000Z;83;save energy
1491;2022-05-07T15:00:00.000Z;2022-05-07T16:00:00.000Z;84;save energy
1492;2022-05-07T16:00:00.000Z;2022-05-07T17:00:00.000Z;76;save energy
1493;2022-05-07T17:00:00.000Z;2022-05-07T18:00:00.000Z;94;save energy
1494;2022-05-07T18:00:00.000Z;2022-05-07T19:00:00.000Z;56;save energy
1495;2022-05-07T19:00:00.000Z;2022-05-07T20:00:00.000Z;57;save energy
1496;2022-05-07T20:00:00.000Z;2022-05-07T21:00:00.000Z;137;save energy
1497;2022-05-07T21:00:00.000Z;2022-05-07T22:00:00.000Z;82;save energy
1498;2022-05-07T22:00:00.000Z;2022-05-07T23:00:00.000Z;70;save energy
1499;2022-05-07T23:00:00.000Z;2022-05-08T00:00:00.000Z;55;save energy
1500;2022-05-08T00:00:00.000Z;2022-05-08T01:00:00.000Z;45;save energy
1501;2022-05-08T01:00:00.000Z;2022-05-08T02:00:00.000Z;79;save energy
1502;2022-05-08T02:00:00.000Z;2022-05-08T03:00:00.000Z;93;save energy
1503;2022-05-08T03:00:00.000Z;2022-05-08T04:00:00.000Z;43;save energy
1504;2022-05-08T04:00:00.000Z;2022-05-08T05:00:00.000Z;42;save energy
1505;2022-05-08T05:00:00.000Z;2022-05-08T06:00:00.000Z;52;save energy
1506;2022-05-08T06:00:00.000Z;2022-05-08T07:00:00.000Z;38;save energy
1507;2022-05-08T07:00:00.000Z;2022-05-08T08:00:00.000Z;61;save energy
1508;2022-05-08T08:00:00.000Z;2022-05-08T09:00:00.000Z;82;save energy
1509;2022-05-08T09:00:00.000Z;2022-05-08T10:00:00.000Z;63;save energy
1510;2022-05-08T10:00:00.000Z;2022-05-08T11:00:00.000Z;84;save energy
1511;2022-05-08T11:00:00.000Z;2022-05-08T12:00:00.000Z;92;save energy
1512;2022-05-08T12:00:00.000Z;2022-05-08T13:00:00.000Z;98;save energy
1513;2022-05-08T13:00:00.000Z;2022-05-08T14:00:00.000Z;121;save energy
1514;2022-05-08T14:00:00.000Z;2022-05-08T15:00:00.000Z;122;save energy
1515;2022-05-08T15:00:00.000Z;2022-05-08T16:00:00.000Z;128;save energy
1516;2022-05-08T16:00:00.000Z;2022-05-08T17:00:00.000Z;113;save energy
1517;2022-05-08T17:00:00.000Z;2022-05-08T18:00:00.000Z;104;save energy
1518;2022-05-08T18:00:00.000Z;2022-05-08T19:00:00.000Z;73;save energy
1519;2022-05-08T19:00:00.000Z;2022-05-08T20:00:00.000Z;82;save energy
1520;2022-05-08T20:00:00.000Z;2022-05-08T20:41:36.000Z;49;save energy
1521;2022-05-01T20:41:37.000Z;2022-05-01T21:00:00.000Z;97;solar energy
1522;2022-05-01T21:00:00.000Z;2022-05-01T22:00:00.000Z;451;solar energy
1523;2022-05-01T22:00:00.000Z;2022-05-01T23:00:00.000Z;286;solar energy
1524;2022-05-01T23:00:00.000Z;2022-05-02T00:00:00.000Z;240;solar energy
1525;2022-05-02T00:00:00.000Z;2022-05-02T01:00:00.000Z;185;solar energy
1526;2022-05-02T01:00:00.000Z;2022-05-02T02:00:00.000Z;170;solar energy
1527;2022-05-02T02:00:00.000Z;2022-05-02T03:00:00.000Z;172;solar energy
1528;2022-05-02T03:00:00.000Z;2022-05-02T04:00:00.000Z;182;solar energy
1529;2022-05-02T04:00:00.000Z;2022-05-02T05:00:00.000Z;190;solar energy
1530;2022-05-02T05:00:00.000Z;2022-05-02T06:00:00.000Z;192;solar energy
1531;2022-05-02T06:00:00.000Z;2022-05-02T07:00:00.000Z;238;solar energy
1532;2022-05-02T07:00:00.000Z;2022-05-02T08:00:00.000Z;226;solar energy
1533;2022-05-02T08:00:00.000Z;2022-05-02T09:00:00.000Z;281;solar energy
1534;2022-05-02T09:00:00.000Z;2022-05-02T10:00:00.000Z;212;solar energy
1535;2022-05-02T10:00:00.000Z;2022-05-02T11:00:00.000Z;235;solar energy
1536;2022-05-02T11:00:00.000Z;2022-05-02T12:00:00.000Z;307;solar energy
1537;2022-05-02T12:00:00.000Z;2022-05-02T13:00:00.000Z;255;solar energy
1538;2022-05-02T13:00:00.000Z;2022-05-02T14:00:00.000Z;305;solar energy
1539;2022-05-02T14:00:00.000Z;2022-05-02T15:00:00.000Z;278;solar energy
1540;2022-05-02T15:00:00.000Z;2022-05-02T16:00:00.000Z;257;solar energy
